Name,Ticker,"Sub-Sector","Market Cap","Close Price","PE Ratio","1M Return","1D Return","Return on Equity","PB Ratio"
Juniper Hotels Ltd,JUNIPER,"Hotels, Resorts & Cruise Lines","4514.128366592","202.88","63.3206391722822","2.3096318709026646","-2.9746532759445237","2.64920104050539","1.6555159189766464"
VST Tillers Tractors Ltd,VSTTILLERS,"Tractors","4512.67079362","5215.3","48.53899960869106","9.106694560669458","0.33282031550596736","9.656812846666789","4.5042928089952685"
Omnitech Engineering Ltd,OMNI,"Industrial Machinery","4494.14683282","363.41","102.41902536052865","50.93657847738506","-5.290453728075879","30.99636209515065","22.067993286619192"
Midwest Ltd,MIDWESTLTD,"Building Products - Granite","4488.28048192","1241.2","36.66895818562092","5.454545454545459","-0.5767382249279113","21.634997790543522","7.096993267006103"
KSH International Ltd,KSHINTL,"Electrical Components & Equipments","4487.7987895","662.35","66.00674789674939","51.22146118721462","-0.8235382196601033","25.681315983304742","15.031983887121081"
Neogen Chemicals Ltd,NEOGEN,"Specialty Chemicals","4483.7491175","1637.5","128.73238924777468","41.21248706450501","-1.1111782112446458","4.495121573486147","5.680017630702188"
Just Dial Ltd,JUSTDIAL,"Online Services","4472.923734915","525.95","8.999484396835136","5.6124497991967965","-1.2949235244440231","13.538818076477407","0.9710026560110713"
VRL Logistics Ltd,VRLLOG,"Logistics","4428.879775830001","253.17","24.210789787514358","5.862429437591462","-0.8692587806883586","18.0195532789913","4.083572855194732"
Knowledge Marine & Engineering Works Ltd,KMEW,"Dredging","4416.07255128","1769.4","89.03372079193552","19.095375917076126","-1.7109210087768","25.427421628687863","20.084011966891033"
Indiabulls Ltd,IBULLSLTD,"Retail - Online","4406.458842596","19.73","16.089600330799286","117.77041942604856","9.97770345596432",,"-15.941172283467187"
VST Industries Ltd,VSTIND,"FMCG - Tobacco","4388.70175744","258.37","15.016429745569013","26.527913809990217","-0.26249758733835427","22.55446390431438","3.3180123516772633"
Capillary Technologies India Ltd,CAPILLARY,"Software Services","4382.08514262","551.4","329.9762908599393","11.270305720916147","-1.6586409844836931","2.398822264972321","7.711544465675319"
Thomas Cook (India) Ltd,THOMASCOOK,"Tour & Travel Services","4358.064067095","93.55","17.135469929206096","2.9605987233105853","-1.6091712242322267","11.915007249822597","1.9484434888585367"
Datamatics Global Services Ltd,DATAMATICS,"IT Services & Consulting","4331.31618592","732.8","21.12631053516732","12.134659525631209","1.8272771486139063","15.910660654834416","3.1932204760507523"
Balaji Amines Ltd,BALAMINES,"Specialty Chemicals","4321.159365","1333.65","27.434190622817603","32.67508953442102","2.770285890421518","8.053461362456892","2.1409153747826224"
Innova Captab Ltd,INNOVACAP,"Pharmaceuticals","4303.600785445","752.05","33.55372513211447","11.687829509170554","3.246842394288849","14.328164797354653","4.48562755148423"
Niit Learning Systems Ltd,NIITMTS,"Education Services","4300.32666753","312.7","18.90336571950414","14.395463691238325","-4.167943610174692","20.79994148330676","3.5541064725528115"
Oriana Power Ltd,ORIANA,"Construction & Engineering","4293.94437375","2113.25","27.08258829233682","35.27397260273972","-0.06384186134493092","47.59188941752087","8.295393183837877"
Texmaco Rail & Engineering Ltd,TEXRAIL,"Rail","4291.200640884","105.47","17.21990626357945","30.54833518999875","-0.7994732881866011","9.297536078320176","1.5161967327449257"
Goldiam International Ltd,GOLDIAM,"Precious Metals, Jewellery & Watches","4258.13189724","377.1","36.38496024301463","38.00548947849955","-2.495151906916607","16.95325288638437","5.714462721921761"
Rain Industries Ltd,RAIN,"Commodity Chemicals","4244.6824689800005","126.2","99.82790378598672","17.231769623780767","-4.190707561494075","0.5858464082117485","0.5519204848655852"
Northern ARC Capital Ltd,NORTHARC,"Diversified Financials","4234.985622417","262.13","13.905715391288803","25.902977905859757","1.675652612388966","10.574689495449624","1.2312579581158638"
TruAlt Bioenergy Ltd,TRUALT,"FMCG - Foods","4222.886343794999","492.45","28.79764282457041","28.964252978918413","1.316736961217977","28.374338483567264","5.49139966683355"
V I P Industries Ltd,VIPIND,"Apparel & Accessories","4208.28593775","296.25","-61.17583860662867","-4.7274481427882264","-0.033743883921046984","-10.631573253378908","6.829859026470399"
Lux Industries Ltd,LUXIND,"Apparel & Accessories","4204.62243742","1398.2","25.434773682293887","63.53216374269007","-5.504680160848852","10.108663083292054","2.449118667641354"
Centum Electronics Ltd,CENTUM,"Electronic Equipments","4198.084548569999","2847.9","1706.5384343779838","3.560000000000003","-1.3714285714285683","0.8325154827574852","10.647740250513603"
Goodluck India Ltd,GOODLUCK,"Iron & Steel","4170.2695316849995","1254.65","25.178225754301746","29.88095238095239","-1.7078616475380903","13.262654692936275","3.0964282237043363"
Responsive Industries Ltd,RESPONIND,"Building Products - Granite","4163.359023104","156.16","20.936131062576674","16.537313432835816","-1.1270102570596436","16.02133384895507","3.0945599184646713"
Ram Ratna Wires Ltd,RAMRAT,"Electrical Components & Equipments","4147.0325236","444.25","59.108217269098894","50.389302640487486","3.446268482943302","15.278246572956101","8.503070520596257"
Senores Pharmaceuticals Ltd,SENORES,"Pharmaceuticals","4141.13863296","899.2","70.71616518032792","16.627756160830096","-0.47592695074708957","11.218928109583786","5.098417503398011"
Anup Engineering Ltd,ANUP,"Textiles","4130.88891852","2062.2","34.91580524486522","25.85901739395788","-1.476279203095891",,"6.750259687757371"
AGI Greenpac Ltd,AGI,"Packaging","4101.8139554","634","11.664147060797369","33.6424957841484","-0.5880047040376323",,"1.9553583899739242"
Indigo Paints Ltd,INDIGOPNTS,"Paints","4101.06044524","860.2","28.931643352663095","20.35819224849587","-1.8596691386195041","14.668522437406565","3.9794098850539017"
GMM Pfaudler Ltd,GMMPFAUDLR,"Industrial Machinery","4071.10141932","905.55","76.85673814083441","12.623593060133077","0.8407572383073446","5.295940811837633","3.9540228040908705"
KS Smart Technologies Ltd,KSSMART,"Conglomerates","4068.11565","247.95","-21411.135000000002","0.3845375430074837","2.522224519330161","-140.74074074074096","101702.89125000105"
Ge Power India Ltd,GVPIL,"Construction & Engineering","4062.892209885","604.35","20.014247339334993","53.00000000000001","4.994788047255038","105.32869817879927","12.83086123443866"
WPIL Ltd,WPIL,"Industrial Machinery","4049.919722","431.9","30.67656205120429","13.912699459316894","-2.141157811260914","8.172437060101664","2.418555599216492"
Seamec Ltd,SEAMECLTD,"Oil & Gas - Equipment & Services","4048.42275","1592.3","45.173206315554616","16.60076157000586","1.2977924804376781","9.339454034817125","4.0212791159672205"
Aeroflex Industries Ltd,AEROFLEX,"Iron & Steel","4031.721508656","304.67","76.79469540297144","29.503528011561688","-0.1671144898092899","16.520863490465093","11.77454370099004"
eMudhra Ltd,EMUDHRA,"IT Services & Consulting","4015.2104071400004","489.4","47.44429170672338","31.030789825970544","-0.040849673202623664","12.009876963685132","5.373172223078674"
Hawkins Cookers Ltd,HAWKINCOOK,"Housewares","4012.261826625","7460.01","34.98353672181535","-1.8174280412208335","-0.18931893349887663","32.00368339542086","10.469045862035227"
Mahindra Logistics Ltd,MAHLOG,"Logistics","4003.62718905","403.5","1748.308816178899","18.29375549692172","-1.3568023469013595","-7.48067232151243","8.814096799088567"
Laxmi Organic Industries Ltd,LXCHEM,"Specialty Chemicals","4001.271758078","144.34","35.25349566588535","31.20625397691119","-1.8495852033183726","6.126822527273827","2.0981802802686915"
Vishnu Chemicals Ltd,VISHNU,"Diversified Chemicals","3999.53759886","594.15","31.584439697228166","22.25308641975308","2.501509531613905","14.857793213497901","4.315613102486081"
Styrenix Performance Materials Ltd,STYRENIX,"Commodity Chemicals","3975.93395625","2260.9","16.90735650727167","26.48391608391609","-1.9600190798317427","24.88057514375945","3.4053067107325474"
Rolex Rings Ltd,ROLEXRINGS,"Industrial Machinery","3971.1615558400003","145.82","22.82539117047937","26.811027045830073","-0.45057345712725055","17.66043404998274","3.704096218487082"
Gujarat Themis Biosyn Ltd,GUJTHEM,"Pharmaceuticals","3961.7591048699996","363.58","81.23352685810947","46.016064257028106","-3.210520711319349","21.687122020633232","15.949752827690324"
Avantel Ltd,AVANTEL,"Communication & Networking","3952.1831829","148.74","263.83065306408554","21.370869033047747","-0.9522541120063784","28.129360175403622","16.658306355742887"
Man Industries (India) Ltd,MANINDS,"Building Products - Pipes","3950.379056715","526.65","25.790814498367805","65.43112926024814","0.8714805592798227","10.170178012974171","2.4578191944819467"
J Kumar Infraprojects Ltd,JKIL,"Construction & Engineering","3933.84965694","519.9","10.055338829661068","19.80642931213273","0.7460517391725653","13.845579426634025","1.3081871759968073"
Orient Electric Ltd,ORIENTELEC,"Home Electronics & Appliances","3929.3463959839996","184.16","47.2220453789689","21.78283295860336","-1.069030351866779","12.482467391222812","5.659435972899322"
PDS Ltd,PDSL,"Textiles","3923.0666257800003","277.8","25.005205084963833","7.737056428155899","0.12614885564967482","10.593768252457078","2.285823025520608"
Tarc Ltd,TARC,"Real Estate","3916.223461785","132.71","-16.937217635952774","13.156548431105053","-0.2705343052528633","-19.94849385506671","3.7539046257668427"
Seshaasai Technologies Ltd,STYL,"Payment Infrastructure","3913.921125114","241.89","17.605690815141","12.879742405151895","-0.661190965092408","41.46839645958277","6.133326738825337"
Moschip Technologies Ltd,MOSCHIP,"Plastic Products","3906.646904864","201.44","116.75573535158415","30.805194805194805","-1.1919360376710681","11.199625117150873","11.907241625358894"
Advanced Enzyme Technologies Ltd,ADVENZYMES,"Specialty Chemicals","3891.694836","347.7","29.6849339130435","31.207547169811313","2.945965951147295","9.233174634476146","2.6497908570961677"
HG Infra Engineering Ltd,HGINFRA,"Construction & Engineering","3877.6811045","595","7.67143669159395","33.05008944543829","-1.92038242808868","18.70451950954619","1.3145751195012478"
Artemis Medicare Services Ltd,ARTEMISMED,"Business Support Services","3864.7304080110002","244.13","46.76585682491531","11.98623853211009","1.7759619794055075","12.730984016945882","4.581452899628953"
DB Corp Ltd,DBCORP,"Publishing","3861.163249012","216.62","10.407728642313794","11.304079745144383","0.21280532938564395","16.69009791638083","1.7356116857835093"
Sustainable Energy Infra Trust,SEITINVIT,"Power Infrastructure","3855.6","119","27.75809935205184","-4.8","0","13.008251813402563","6.02277520033741"
Greaves Cotton Ltd,GREAVESCOT,"Industrial Machinery","3847.1456191980005","165.18","65.87578115065092","31.095238095238102","-1.3379524549038233","3.5834706281198003","2.4268384287639173"
National Fertilizers Ltd,NFL,"Fertilizers & Agro Chemicals","3822.0963144","77.91","20.774520678334497","16.04110813226094","-0.43450479233227274","6.994014525562327","1.4073504090492344"
Intelligent Supply Chain Infrastructure Trust,ISCITRUST,"Logistics","3810","125","-8.884432422348663",,"0",,"-8.43554886418988"
Restaurant Brands Asia Ltd,RBA,"Restaurants & Cafes","3809.679411832","65.36","-17.621088861387598","13.630041724617518","-0.8043709212323586","-28.391892158085856","4.260576190022031"
Bondada Engineering Ltd,BONDADA,"Construction & Engineering","3800.316131675","340.55","18.675689870141056","41.666666666666664","-2.977207977207974","34.70182241178748","7.969793078758073"
RPG Life Sciences Ltd,RPGLIFE,"Pharmaceuticals","3795.7039425","2295","32.95740160197966","24.457700650759218","13.026348190100961","40.478031323864016","7.154551000885906"
Sindhu Trade Links Ltd,SINDHUTRAD,"Conglomerates","3791.6028700199995","23.43","147.82077465965398","16.33565044687189","0.7741935483870955","1.1871070455844086","1.766420001966"
Stylam Industries Ltd,STYLAMIND,"Construction & Engineering","3789.9251772","2236.2","31.092995136598596","2.880014722119981","-0.049166405935742355","20.42290099358275","5.76519695944507"
TechNVision Ventures Ltd,TECHNVISN,"Software Services","3788.90775","5976","31574.23125000035","5.769911504424779","-0.10030090270812438","0.7606973058637","232.3058093194363"
Sanathan Textiles Ltd,SANATHAN,"Textiles","3788.476188215","448.85","23.611568639545037","18.743386243386247","-0.6529437804338177","10.408760355240707","2.095384532284114"
Bosch Home Comfort India Ltd,BOSCH-HCIL,"Home Electronics & Appliances","3781.16432904","1390.6","64.27272359408457","28.165898617511512","-2.687193841847452","9.613137791576468","5.8990363646915664"
SMS Pharmaceuticals Ltd,SMSPHARMA,"Pharmaceuticals","3780.7324511","403.7","54.690184451034185","6.236842105263156","-1.5605949768349265","11.756902694750828","5.910626828890799"
Ellenbarrie Industrial Gases Ltd,ELLEN,"Commodity Chemicals","3780.59747","268.25","45.39077284187778","29.77745524915337","0.37042580258924235","18.442087549542766","7.662959035998054"
NACL Industries Ltd,NACLIND,"Fertilizers & Agro Chemicals","3777.76481956","161.32","-41.00471963052216","26.46597679523361","1.1981682454049285","-19.64057303658221","8.845981406734417"
JTEKT India Ltd,JTEKTINDIA,"Auto Parts","3775.9264666800004","136.12","50.17842480637889","15.640132529096944","-1.3337199188170508","8.844824749053783","4.291410722689458"
Ashoka Buildcon Ltd,ASHOKA,"Construction & Engineering","3768.709188225","134.25","2.224608457720916","26.650943396226417","-0.33407572383072653","50.556944081769636","0.8941651019092336"
Pondy Oxides and Chemicals Ltd,POCL,"Commodity Chemicals","3765.7020541800002","1377.8","64.85880217326907","31.331617576970746","4.53717754172989","12.22109960427717","6.351220344031978"
Anand Rathi Share and Stock Brokers Ltd,ARSSBL,"Investment Banking & Brokerage","3752.8517075","598.3","29.033356858270142","37.30349971313826","-0.465812676759286","23.116396332076484","7.449681807805301"
SG Finserve Ltd,SGFIN,"Specialized Finance","3741.5181","567.8","29.308460755130813","26.557450128162262","0.3623508616880167","8.895380442243171","3.6870238869508665"
Rossell Techsys Ltd,ROSSTECH,"Aerospace & Defense Equipments","3730.82013075","989.7","471.65867645385583","44.22908772952492","-1.6349450877105731","6.082042212909922","27.92321031921263"
Indiqube Spaces Ltd,INDIQUBE,"Real Estate","3722.8904506739996","175.61","-26.666359506296093","30.081481481481493","2.4263633712452757","-218.96173149309928","-1197.0708844615692"
Enviro Infra Engineers Ltd,EIEL,"Water Management","3720.18282","211.94","21.10023719584821","50.0035388208649","-3.6110605784973613","27.454491661346346","3.7434295173024483"
Krishana Phoschem Ltd,KRISHANA,"Fertilizers & Agro Chemicals","3710.274276","600.1","20.595471973355554","26.804014791336506","-0.8017191503430072","25.289304500292232","9.666955722883717"
Kalyani Steels Ltd,KSL,"Iron & Steel","3709.2005082","849.7","14.47662363671843","41.40455982692629","4.726690084427192","14.34795269241109","1.9609110464851953"
Indo Thai Securities Ltd,INDOTHAI,"Investment Banking & Brokerage","3702.27459915","287.85","448.2172638196125","0.9645738337425463","-3.0644889712072625","6.4518648701425505","20.45455579640884"
Shanthi Gears Ltd,SHANTIGEAR,"Auto Parts","3688.8817915050004","480.85","38.41384766744769","11.825581395348841","0.8071278825995855","25.66617666711211","9.15377997346088"
Optiemus Infracom Ltd,OPTIEMUS,"Technology Hardware","3687.67959714","415.8","58.22958466982487","36.37258117415548","-1.3171947312210777","11.31519233861599","5.32025218157948"
Pace Digitek Ltd,PACEDIGITK,"Power Transmission & Distribution","3685.8772598519995","170.76","13.773316616912654","15.738104920699472","-2.8613686785368913","30.13269827328979","3.0486739231701963"
Indraprastha Medical Corporation Ltd,INDRAMEDCO,"Hospitals & Diagnostic Centres","3685.712965","402.05","22.89404910242869","6.221928665786","-0.24810817516437167","29.967238747626713","6.177034532747873"
Crizac Ltd,CRIZAC,"Education Services","3675.1574475","210.03","24.03163177597594","12.737520128824471","1.2778474298389457","36.391975822763726","7.3011054443053816"
Hemisphere Properties India Ltd,HEMIPROP,"Real Estate","3651.42","128.12","-486.2077230359521","12.82141599154632","-0.9815287116469449","-1.9905112777969203","9.162451068955138"
Vaibhav Global Ltd,VAIBHAVGBL,"Apparel & Accessories","3627.4497318480003","217.18","23.651625036499993","20.25470653377631","-1.2548876966445353","11.760781547144335","2.687079418536846"
Refex Industries Ltd,REFEX,"Commodity Chemicals","3620.143130926","263.86","22.802614833245137","38.21172280132","-1.0648668916385358","18.935278226696177","2.986473239061855"
Chemplast Sanmar Ltd,CHEMPLASTS,"Building Products - Pipes","3614.38486164","228.6","-32.75085956542207","-10.535378835316225","-3.279035328961286","-5.856179739507225","1.7474049697790108"
Pitti Engineering Ltd,PITTIENG,"Industrial Machinery","3609.0414987599997","977.7","29.51215552179244","36.64570230607967","0.42627497303683337","17.832119396020627","4.016070215055916"
Heidelbergcement India Ltd,HEIDELBERG,"Cement","3599.296121428","158.83","33.71705968550824","11.07769774110078","-0.18852510525983973","7.451980970397999","2.5798077104230277"
Kesar India Ltd,KESAR,"Real Estate Development","3570.3678296949997","1249.55","119.53022529946438","15.201322253340065","1.6018213603284992","48.93885800909553","72.62749856987388"
Foseco India Ltd,FOSECOIND,"Specialty Chemicals","3556.9078946900004","4719.1","49.203318504495755","-2.6086059230213525","-0.04448021689399844","23.17704199866669","10.357914661298778"
Harsha Engineers International Ltd,HARSHA,"Industrial Machinery","3520.67554035","386.7","39.42084358246551","21.48916116870876","-1.7780035560071121","7.352372171135509","2.807242843980736"
Rajesh Exports Ltd,RAJESHEXPO,"Precious Metals, Jewellery & Watches","3519.4987112800004","119.2","37.10203153361758","47.1604938271605","-4.563650920736591","0.6105164450387363","0.2223528478662459"
KNR Constructions Ltd,KNRCON,"Construction & Engineering","3519.0885498","125.13","3.512485077853637","9.293388068826973","-3.805350553505548","24.92592233227098","0.7749282234573391"
IRB InvIT Fund,IRBINVIT,"Roads","3511.4445","60.49","9.874981017463934","2.023950075898133","-1.5622457282343383","9.209933332297318","0.9223943229100999"
BHARAT Bond ETF - April 2033,EBBETF0433,"Equity","3509.19230376","1268.3",,"0.49920760697305505","-0.5598068117669275",,
Interarch Building Solutions Ltd,INTERARCH,"Building Products - Prefab Structures","3502.46606199","2088.3","32.481369396179126","24.111494116248682","1.1479221156640644","18.03101877011833","4.661129677131298"
Bharat Bijlee Ltd,BBL,"Heavy Electrical Equipments","3500.3502016","3096.8","26.190424254395754","47.95986622073579","-1.557632398753894","7.022586297943683","1.8032260100146302"
Sambhv Steel Tubes Ltd,SAMBHV,"Building Products - Pipes","3498.0445336589996","118.71","61.079876613567706","30.450549450549445","-1.5916438696841597",,"7.0619060315318745"
Ramky Infrastructure Ltd,RAMKY,"Construction & Engineering","3486.5306995349997","503.85","17.652426203913738","14.576463899943153","-0.4740740740740696","10.04424328722538","1.6851447087622882"
Samhi Hotels Ltd,SAMHI,"Hotels, Resorts & Cruise Lines","3471.299519472","156.27","40.595246397754615","20.013823823055063","-2.135521042084166","7.84283152724722","3.0395337502491144"
Ashiana Housing Ltd,ASHIANA,"Real Estate","3444.4842251050004","342.65","188.84233690268948","20.017513134851132","0.7497794766245087","2.3778949632690454","4.508900324774517"
63 Moons Technologies Ltd,63MOONS,"IT Services & Consulting","3440.4539651050004","746.65","-103.72185604778399","56.79336413271735","-1.1059602649006652","-0.9822807451356093","1.0014245028772604"
Capital Infra Trust,CAPINVIT,"Construction & Engineering","3440.370579267","69.99","-92.18570683995178","4.043407165155343","0",,"1.4935210651769242"
Bhagiradha Chemicals and Industries Ltd,BHAGCHEM,"Fertilizers & Agro Chemicals","3435.06359828","264.91","247.6613985782259","43.19459459459461","-1.2340615912310797","2.5311373694055432","5.035052106005306"
Aarti Drugs Ltd,AARTIDRUGS,"Pharmaceuticals","3434.4901","376.3","20.425156705322568","16.10614008022215","0.7901432971742302","12.684343529589293","2.508135379087736"
Shivalik Bimetal Controls Ltd,SBCL,"Iron & Steel","3430.33011","595.5","44.520832057105764","60.33925686591277","-1.1454183266932234","20.62448974129047","8.456170462949268"
GRM Overseas Ltd,GRMOVER,"Agro Products","3427.46061","165.97","56.56809060901141","9.32744878466504","0.33855268726195653","15.924203001392932","8.002663172149713"
Kirloskar Industries Ltd,KIRLOSIND,"Investment Banking & Brokerage","3426.26545944","3260.2","22.981188942517825","29.086157744694326","-0.8635893693364985","2.0020357409506313","0.42010891325042976"
Kolte-Patil Developers Ltd,KOLTEPATIL,"Real Estate","3402.2118063099997","383.65","31.927663347503728","20.53094564875902","0.9605263157894677","13.38828022916877","4.063215743455311"
Gopal Snacks Ltd,GOPAL,"FMCG - Foods","3386.69754423","271.7","178.24723917000046","8.182361138761689","1.6080777860882616","4.778972520907992","8.36655437197065"
Vadilal Industries Ltd,VADILALIND,"FMCG - Foods","3375.8362378","4696.6","22.456171341714924","12.270217292568072","-1.0554701160806341","24.281041792852793","4.85298904258072"
Insolation Energy Ltd,INA,"Renewable Energy","3361.4588205","147.18","26.635965297147415","67.25000000000001","-3.5011801730920555","34.80323212266618","5.4490408670913775"
Flair Writing Industries Ltd,FLAIR,"Stationery","3359.47767375","318.75","28.096325781968773","11.763674614305755","-0.468384074941452","12.477368659963766","3.3005626307903912"
Wonderla Holidays Ltd,WONDERLA,"Theme Parks & Gaming","3344.9166788400003","527.4","30.61148237247189","6.5454545454545405","0.14240956992309883","7.7543474944026265","1.9405558301318684"
Steel Strips Wheels Ltd,SSWL,"Auto Parts","3343.384820175","212.71","17.12010251510573","18.8589628967367","-1.3084025425694767","12.73114269975326","2.056606970729172"
Greenply Industries Ltd,GREENPLY,"Wood Products","3339.256173075","267.35","37.301789243465095","42.96791443850268","-6.011601335911396","12.066933152456572","4.128042542000446"
Tourism Finance Corporation of India Ltd,TFCILTD,"Specialized Finance","3338.0659004","72.1","32.14624326271187","13.169047245330393","-1.4758130636786178","9.006110173938307","2.744284962963573"
Heritage Foods Ltd,HERITGFOOD,"FMCG - Foods","3323.48874","358.15","17.651841618865493","19.802642582371632","-1.634166437791828","21.15351126041359","3.4193326337232626"
Route Mobile Ltd,ROUTE,"IT Services & Consulting","3320.91753513","527.15","10.41529727185199","22.138554216867462","-0.528351731295418","13.758597775150351","1.3477312161658712"
Anzen India Energy Yield Plus Trust,ANZEN,"Power Transmission & Distribution","3285.987865","128.5","-202.46382409118925","2.8","2.594810379241517","-1.1281370446701948","2.1193768680060625"
Kitex Garments Ltd,KITEX,"Apparel & Accessories","3281.5755","164.49","23.65610942906576","11.021868250539967","-0.09110787172010282","12.375217449484802","2.712561478628169"
IndoStar Capital Finance Ltd,INDOSTAR,"Consumer Finance","3273.7395652560003","202.66","27.165708781478784","11.658402203856747","-3.3110687022900755","3.507970145430403","0.9005120633258331"
Shoppers Stop Ltd,SHOPERSTOP,"Retail - Department Stores","3269.38349801","296.9","300.21887034066725","3.4494773519163684","0.8320597724571196","3.49812084417476","10.178653480728524"
Cigniti Technologies Ltd,CIGNITITEC,"Software Services","3256.60149298","1182.2","16.268365935557977","7.375113533151684","-0.6471132027901542","23.532454402783763","3.3808827425978984"
Aye Finance Ltd,AYE,"Consumer Finance","3237.898628111","132.43","16.722091763213356","29.833333333333343","-5.102113937656757","11.834331792458695","1.952482062357766"
Zaggle Prepaid Ocean Services Ltd,ZAGGLE,"Software Services","3237.22152182","240.76","36.81589357238719","22.592800040735273","-1.198292843072889","9.639650503743804","2.591933706299641"
Hind Rectifiers Ltd,HIRECT,"Electrical Components & Equipments","3236.83374663","941.7","87.22268247453508","34.39417725132011","1.8274221453287296","26.097046413502138","20.24666132876712"
Muthoot Microfin Ltd,MUTHOOTMF,"Specialized Finance","3227.495332126","192.38","-14.503641451157163","26.18391709300799","-0.10903992938366891","-8.18638153695606","1.2261448779650717"
Raghav Productivity Enhancers Ltd,RPEL,"Commodity Chemicals","3223.2616705","700","58.807912251413995","18.64406779661017","0.01428775539363091","21.018529043992274","16.63962454442207"
Dalmia Bharat Sugar and Industries Ltd,DALMIASUG,"Sugar","3217.33729425","397.5","8.318907031027788","14.240551803420034","5.186557290288443","12.543236463115438","0.9946907860077723"
Globus Spirits Ltd,GLOBUSSPR,"Alcoholic Beverages","3216.22531936","1106.45","137.79885687061076","37.404532753803174","3.6778485757121437","2.3782836414028816","3.2441902392220943"
Uflex Ltd,UFLEX,"Packaging","3215.57747158","445.3","22.595583385426163","23.522884882108187","0.6896551724137957","1.946592164251837","0.43474370567390735"
Balmer Lawrie and Company Ltd,BALMLAWRIE,"Conglomerates","3214.701300954","187.99","12.087615344816689","20.275111964171465","1.6986746010278684","13.86246475092391","1.6161749657902145"
Navneet Education Ltd,NAVNETEDUL,"Publishing","3211.1305353959997","145.16","4.234029793114541","16.388710711994868","1.6384259907575995","47.88032601627557","1.7133614001910178"
Reliance Infrastructure Ltd,RELINFRA,"Power Infrastructure","3210.753272004","78.66","0.650276509665581","6.4411366711772535","0","26.213939388308503","0.13483291452565696"
Marine Electricals (India) Ltd,MARINE,"Electrical Components & Equipments","3208.9253213","229.3","83.50052878740566","46.00445717924227","-1.431457679577004","11.582802115828025","7.863663884382581"
West Coast Paper Mills Ltd,WSTCSTPAPR,"Paper Products","3194.12519088","483.6","10.26554777721357","17.80755176613886","0.3527702842913562","7.896636918395492","0.7847626372494583"
Carraro India Ltd,CARRARO,"Agricultural & Farm Machinery","3183.97038569","560.05","36.136311266485116","22.616310892172955","0.6198347107437894","21.28312278074347","6.950838050276157"
Jindal Poly Films Ltd,JINDALPOLY,"Packaging","3177.3610593450003","725.65","28.937714565983697","-2.051697374637247","2.197028378283223","1.8415387750412742","0.5194100387175611"
Nippon India ETF Nifty Next 50 Junior BeES,JUNIORBEES,"Equity","3176.6044632","752.8",,"13.927690421780644","-0.9160787617142303",,
Orchid Pharma Ltd,ORCHPHARMA,"Pharmaceuticals","3173.747995375","625.75","31.84575552252661","28.477569038086436","2.104919637758012","8.179714046520784","2.504358114855321"
Marathon Nextgen Realty Ltd,MARATHON,"Real Estate","3170.78827838","470.3","16.99607782150515","21.08650875386201","-1.579993721879253","16.811902423199264","2.6365670605677605"
Timex Group India Ltd,TIMEX,"Precious Metals, Jewellery & Watches","3165.28725","342.45","100.74116008911508","32.19455703532136","-1.6372253339077951","31.994297642686256","27.937221977052076"
Sundaram Clayton Ltd,SUNCLAY,"Auto Parts","3138.05069908","1423.4","-294.65264780095276","10.943102104442719","4.019292604501607","-1.3556431030860931","3.2316056836208236"
JTL Industries Ltd,JTLIND,"Iron & Steel","3124.9989585","79.5","31.623142668488203","78.53132719514933","-1.3647642679900676","9.914668833807383","2.564312114635047"
PSP Projects Ltd,PSPPROJECT,"Construction & Engineering","3120.4035785650003","787.15","56.213359368852515","34.3144782868356","1.7647058823529382","5.314976386776637","2.5811070678156076"
Cyient DLM Ltd,CYIENTDLM,"Industrial Machinery","3119.8144067599997","393.1","42.57388655513104","43.38865584534016","-0.46841372325609976","7.327730007210445","3.2859521473289517"
R Systems International Ltd,RSYSTEMS,"IT Services & Consulting","3117.85310315","263.14","16.74554542752027","8.243521184697652","-1.3792069560003024","15.281118767073014","3.6054965055218284"
Deep Industries Ltd,DEEPINDS,"Oil & Gas - Equipment & Services","3107.52","485.55","-34.489678135405065","13.353566009104702","0.49674014281279816","-5.235024112486207","1.6227682184913446"
Fusion Finance Ltd,FUSION,"Consumer Finance","3102.374555293","191.07","-2.5335020132400747","37.519792716280406","0.9776979177676748","-54.527238237730074","1.8878585282889015"
Raymond Ltd,RAYMOND,"Apparel & Accessories","3099.96565598","465.8","0.40621405044186104","39.92189846800842","0.27987082884822634","165.66917441768325","0.7456303547026946"
Tatva Chintan Pharma Chem Ltd,TATVA,"Specialty Chemicals","3066.6984105","1311","537.0750281085882","20.573898648027228","1.2902727342965346","0.773765160241199","4.150805893857774"
MSTC Ltd,MSTCLTD,"Commodities Trading","3049.376","433.15","7.491219967572347","15.630005339028283","-0.7788340396289163","58.760862661315954","4.129651548597663"
Rashi Peripherals Ltd,RPTECH,"Technology Hardware","3019.852148625","458.25","14.514333118451384","33.2315743567379","-1.9681249331479278","12.630058154357954","1.7315864566250763"
Premier Explosives Ltd,PREMEXPLN,"Commodity Chemicals","3017.884681325","561.35","105.22610464870984","40.75977933801405","0.6454504706409723","12.239672243086387","12.210741174691485"
Share India Securities Ltd,SHAREINDIA,"Investment Banking & Brokerage","3007.75690985","137.45","9.180626670685546","15.407220822837948","-1.9614835948644795","15.943587672212846","1.2804795842575127"
